branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
2,1,8.45,3,6.3,4.7,77.5,4.4,4.8,3.3,1,2,2,0,0,2,1,16.68
4,0,8.86,2,4.5,4.7,71.0,4.9,3.4,4.8,2,3,1,1,1,0,1,19.96
4,0,6.49,0,5.0,10.0,72.3,2.0,2.6,2.5,1,1,1,0,1,0,0,17.31
4,1,8.7,3,5.4,4.8,82.3,6.8,7.6,1.8,0,4,1,2,1,1,0,17.31
3,1,7.2,0,4.0,6.1,71.5,6.1,3.5,6.2,1,3,2,0,0,3,1,17.01
0,0,7.38,0,5.2,3.0,67.7,7.3,2.7,2.7,0,2,1,1,0,3,1,14.81
4,0,8.24,0,5.8,3.4,91.1,7.9,2.7,2.4,1,0,3,0,1,1,1,17.59
3,2,6.25,2,5.1,6.3,56.2,7.4,8.7,3.6,3,2,0,1,0,1,0,17.31
5,1,6.86,0,10.0,6.9,67.9,7.8,0.9,6.0,0,4,0,1,0,0,0,17.31
3,2,6.31,0,8.0,8.2,42.7,6.9,3.3,2.9,3,0,1,0,0,2,1,18.78
1,2,7.25,1,8.4,5.8,46.3,7.9,5.1,5.1,0,3,2,1,2,2,0,17.31
1,1,7.12,0,4.2,6.6,49.8,6.8,5.2,2.8,1,1,4,0,0,1,0,17.31
6,2,6.7,0,4.9,6.8,65.3,6.6,8.5,2.8,0,2,1,1,0,2,0,17.31
2,2,5.43,0,6.5,2.4,75.2,4.6,1.6,4.4,1,1,1,0,1,2,0,17.31
6,0,8.1,0,7.2,4.2,39.1,5.4,2.5,6.3,0,2,0,0,0,2,0,17.31
1,1,7.66,0,6.2,4.9,81.4,4.6,3.2,3.2,1,1,1,1,0,1,1,16.81
1,2,7.16,2,5.7,4.0,41.0,5.8,5.8,3.1,2,2,3,3,2,2,0,17.31
0,2,6.64,0,6.5,4.3,66.8,4.9,8.9,4.2,1,2,1,0,2,3,1,15.78
1,0,9.12,1,5.4,6.9,35.3,5.7,6.7,6.4,1,1,3,0,0,1,1,23.0
1,1,5.77,0,5.5,4.9,73.1,7.8,3.5,5.2,0,2,3,0,0,3,0,17.31
4,2,7.09,0,6.7,2.6,53.4,6.8,3.9,4.4,1,2,0,1,1,0,1,13.36
5,0,7.77,0,6.6,3.7,77.8,6.7,4.9,7.3,0,2,1,0,2,1,1,14.79
5,0,6.49,1,3.5,4.8,65.7,6.8,8.4,4.8,0,0,0,2,1,1,1,16.9
5,1,7.41,0,7.6,1.4,58.4,7.3,5.0,6.5,1,1,4,3,1,1,1,17.07
3,1,6.98,0,7.9,4.8,48.3,3.0,5.1,4.3,0,5,0,0,0,1,1,18.17
4,1,7.5,0,5.0,8.9,54.1,5.7,3.7,6.8,1,2,0,0,0,0,1,19.88
0,1,7.98,0,6.9,4.0,89.5,7.3,2.9,1.0,2,1,1,2,0,1,1,19.09
1,0,8.48,0,4.7,5.8,76.8,6.3,6.2,2.8,1,3,2,1,0,2,1,18.51
6,2,7.38,1,6.0,3.9,53.9,10.0,5.3,5.3,1,5,3,2,0,1,1,15.74
1,2,6.57,1,4.6,7.6,72.0,5.5,1.4,7.1,2,2,0,2,0,1,0,17.31
1,2,8.3,1,4.0,5.3,67.6,4.6,5.8,2.2,2,1,2,0,0,1,1,16.67
1,2,6.08,0,4.6,1.6,61.5,2.2,5.9,4.5,0,3,2,0,1,1,0,17.31
2,2,6.7,1,4.4,9.0,71.5,5.9,5.9,3.9,1,3,2,0,1,3,0,17.31
5,2,7.0,1,2.6,6.3,52.0,8.9,6.2,7.5,1,4,1,1,0,0,1,14.89
6,1,8.11,2,5.5,5.7,63.7,7.0,6.0,5.9,0,0,1,0,0,2,1,18.71
1,0,8.47,0,5.3,6.4,80.9,4.2,3.3,1.6,1,2,2,0,0,0,1,18.1
1,2,6.68,0,7.2,6.2,50.1,6.1,4.6,4.1,2,4,0,0,1,0,1,18.14
6,1,7.84,0,7.2,3.1,50.9,4.9,3.6,6.7,1,3,2,0,1,1,1,17.16
0,2,6.95,0,6.4,2.1,61.1,5.5,2.8,3.0,1,4,3,1,0,1,0,17.31
5,2,6.74,0,6.2,4.9,65.2,6.1,3.9,3.1,0,2,1,1,0,0,0,17.31
1,2,8.3,0,8.2,9.5,64.4,6.3,0.7,3.3,1,1,2,2,0,2,1,17.52
6,0,8.06,0,5.4,8.1,65.9,5.3,6.3,5.8,3,2,1,3,1,1,1,23.64
2,1,9.2,0,8.7,6.0,66.6,6.7,1.8,5.2,2,2,3,2,1,1,1,23.26
1,2,8.13,0,3.1,5.0,51.9,3.6,4.8,5.9,2,2,1,0,1,0,1,17.54
6,0,7.53,0,5.5,4.5,92.8,4.6,3.9,3.1,1,4,3,3,0,0,1,19.39
3,1,7.24,1,3.4,5.5,69.1,7.3,1.5,3.5,0,2,4,0,0,0,1,14.64
1,1,8.48,1,6.9,6.7,51.6,3.2,4.7,3.7,1,2,4,0,0,1,1,18.19
5,2,6.62,1,6.9,4.0,58.0,4.5,4.8,4.2,0,3,0,0,0,0,0,17.31
4,1,7.65,0,7.4,4.2,71.2,6.9,5.1,5.1,0,2,2,1,0,0,1,14.9
6,2,6.4,2,7.7,3.9,66.6,3.2,1.8,4.1,2,2,2,0,1,2,0,17.31
3,0,8.74,1,4.3,5.1,76.7,5.6,4.9,4.7,0,2,3,3,0,1,1,17.52
5,1,7.98,0,6.6,5.3,53.1,6.6,2.9,6.1,0,2,0,0,0,1,0,17.31
1,2,8.59,0,6.8,2.2,67.5,6.4,7.8,4.7,3,3,1,0,1,1,1,19.56
1,1,6.59,0,4.5,5.2,49.4,6.4,7.4,2.4,0,3,3,1,0,2,0,17.31
2,1,5.92,0,6.8,6.5,55.1,6.2,5.8,5.1,0,3,0,2,0,0,1,17.0
5,0,6.86,0,2.7,2.7,71.8,7.8,1.0,1.5,2,3,4,0,0,0,1,12.28
5,1,8.46,0,5.3,8.1,55.2,7.3,0.2,6.1,3,4,0,1,0,3,1,21.84
4,1,7.3,0,3.7,5.4,64.8,3.8,5.1,0.7,1,1,0,1,0,1,0,17.31
3,1,7.36,1,4.3,5.8,56.5,5.5,0.4,2.2,1,2,1,0,1,2,1,16.03
2,0,10.0,1,5.4,6.2,70.8,4.1,0.2,3.3,2,3,2,2,0,0,1,17.33
6,2,6.85,0,6.3,4.4,47.1,7.9,6.1,4.4,0,1,2,1,0,1,1,15.69
3,1,8.79,0,4.6,5.6,100.0,6.0,3.6,6.2,0,2,3,0,0,3,1,16.94
3,2,6.61,0,6.7,9.1,41.6,6.1,6.0,6.9,0,3,1,0,0,2,0,17.31
1,1,6.36,0,3.8,8.1,56.7,4.6,6.2,3.5,2,2,0,0,1,1,1,16.82
3,0,7.5,0,5.6,2.7,79.2,6.8,4.4,8.0,1,4,2,0,2,1,0,17.31
1,2,8.1,2,6.6,5.5,85.1,5.7,2.9,5.4,3,1,2,2,0,0,0,17.31
1,2,6.37,0,6.2,7.0,67.5,8.0,5.6,5.8,1,3,1,1,0,0,0,17.31
1,2,6.27,2,6.6,2.6,85.5,7.3,2.2,5.8,1,2,2,1,0,0,0,17.31
1,1,7.12,0,5.6,7.1,60.8,6.5,4.9,4.2,1,1,1,1,1,0,1,16.29
1,2,7.9,0,5.5,9.7,47.4,8.4,7.4,7.9,1,3,3,2,1,1,1,22.18
1,2,6.61,1,5.7,4.3,99.0,8.0,1.9,1.2,1,2,0,0,0,1,1,13.09
1,2,7.27,0,6.0,2.9,48.2,3.6,4.6,3.8,0,2,2,0,2,1,0,17.31
1,1,8.18,2,4.1,5.0,75.7,7.0,6.0,2.6,1,4,2,0,2,2,1,18.39
6,2,6.52,0,6.1,5.7,84.0,3.3,4.7,4.0,1,2,3,0,0,2,0,17.31
0,2,7.22,0,6.1,6.5,82.0,6.4,4.5,3.9,1,4,0,0,1,0,1,16.17
3,1,7.59,0,6.7,1.7,75.1,3.1,0.0,4.0,1,3,1,1,0,0,0,17.31
1,1,8.1,0,5.2,5.3,75.5,4.3,6.6,0.6,2,1,2,1,0,0,1,21.27
2,1,7.82,1,5.0,2.8,75.3,6.5,4.6,3.6,0,3,2,1,2,1,1,14.79
6,0,8.19,0,6.4,7.1,55.9,5.7,5.0,4.7,1,3,2,2,0,1,1,19.63
5,2,6.96,0,5.4,7.0,78.6,3.5,4.7,4.3,0,1,0,0,0,2,0,17.31
4,2,6.72,1,5.0,6.1,86.0,6.4,7.3,4.7,0,3,1,1,1,1,0,17.31
3,2,8.26,3,5.1,7.5,49.1,6.1,1.3,3.2,0,5,3,2,0,1,1,14.06
0,1,6.64,0,2.7,3.3,79.2,6.1,3.7,2.1,1,4,2,1,1,1,0,17.31
0,0,7.49,1,5.9,7.6,56.9,7.3,3.3,3.6,1,3,1,0,0,0,0,17.31
3,2,6.45,2,5.5,7.2,68.6,7.7,2.5,6.5,2,3,2,2,0,2,1,17.21
4,2,6.54,1,9.1,4.8,39.5,6.5,5.0,4.4,1,3,3,2,2,0,1,16.51
5,2,8.71,0,7.5,6.6,69.1,3.2,1.9,0.4,0,4,2,1,0,0,1,14.68
3,2,4.0,2,7.3,2.9,72.4,5.4,4.2,2.9,1,2,3,1,0,1,1,12.29
1,2,5.95,0,5.3,5.3,77.1,3.8,4.7,0.7,0,2,2,1,0,0,1,13.91
3,2,7.2,0,8.0,10.0,62.9,5.7,6.4,3.7,1,4,1,0,1,3,1,20.12
1,0,8.28,2,5.8,6.1,66.2,10.0,1.7,4.1,1,4,1,0,0,2,1,16.73
1,1,8.11,0,7.5,4.4,84.9,4.9,3.9,2.4,0,2,1,0,0,2,1,15.24
3,2,7.18,1,4.4,9.2,66.3,5.5,6.1,3.3,3,2,3,1,0,0,1,21.26
1,1,6.92,2,7.1,4.9,97.9,6.1,6.3,3.7,0,1,2,1,0,1,1,15.25
2,1,6.12,0,4.5,4.7,52.9,6.4,4.3,3.7,2,3,1,0,1,3,1,17.36
4,0,8.08,0,6.0,7.4,65.4,4.2,4.7,2.8,2,4,2,0,2,1,1,22.65
6,1,7.68,1,6.6,1.0,55.7,6.1,0.3,4.4,0,2,3,0,2,2,1,10.59
1,2,6.99,0,5.4,7.4,47.7,4.9,7.0,4.1,1,2,1,0,0,1,1,17.78
1,2,6.69,0,5.6,5.0,51.1,3.1,6.1,4.8,2,3,1,1,0,1,1,16.59
5,1,7.56,1,7.9,2.9,57.4,8.9,5.1,4.9,2,2,1,0,1,2,0,17.31
3,2,8.45,0,6.3,5.3,59.8,5.5,3.0,2.4,0,2,1,2,0,1,0,17.31
1,1,8.11,0,3.2,6.7,53.7,6.6,5.7,4.9,1,4,1,2,0,3,1,16.41
5,1,7.31,1,7.4,4.5,71.7,6.2,5.5,3.8,1,2,4,1,1,0,1,17.22
3,2,6.75,1,6.8,6.7,49.3,7.1,4.9,3.7,0,4,2,0,2,0,0,17.31
3,0,6.42,0,6.1,6.2,53.3,5.5,5.9,1.7,1,1,3,0,0,2,1,20.13
2,2,7.77,1,6.1,5.2,67.4,5.9,3.1,3.3,1,3,4,1,0,0,1,14.3
1,1,6.8,2,6.7,5.9,68.8,4.7,4.6,4.9,0,1,3,0,0,1,1,14.54
4,0,7.07,0,5.4,6.3,42.1,7.6,5.0,3.4,1,2,0,1,0,2,1,17.5
2,2,6.16,0,8.6,4.6,41.7,7.0,6.8,3.8,1,1,3,1,0,1,1,18.0
1,2,7.46,0,7.1,8.5,70.6,8.1,3.1,2.2,2,3,1,1,0,2,1,18.31
5,2,7.94,0,2.6,8.3,67.9,7.8,7.6,6.3,1,2,1,0,0,1,0,17.31
6,1,7.53,0,6.9,6.5,84.8,5.4,3.6,3.3,2,1,0,1,0,2,0,17.31
5,2,6.12,2,7.8,7.4,78.2,8.6,9.4,4.2,0,2,2,0,1,2,1,18.06
3,2,7.46,1,7.1,7.9,57.3,6.4,4.3,4.6,0,1,0,3,1,3,1,17.65
2,1,5.74,2,8.2,5.4,45.1,2.3,4.1,2.2,1,2,3,3,2,1,1,15.05
4,2,6.28,0,7.0,5.0,60.5,4.6,4.8,4.5,1,1,0,1,0,1,1,15.98
4,1,8.11,0,8.3,4.1,40.1,6.0,1.5,3.5,1,3,1,1,0,3,0,17.31
5,2,6.96,0,5.2,5.1,73.0,5.7,4.7,2.4,2,5,2,0,0,1,1,16.95
6,2,6.45,0,1.0,6.3,93.3,3.6,1.8,7.2,0,3,1,0,0,3,1,11.75
3,1,6.6,1,6.1,8.6,59.2,3.2,4.7,0.9,0,3,1,3,0,0,1,17.64
3,2,7.86,2,9.2,5.4,54.9,7.3,2.2,3.3,3,3,1,0,1,0,1,20.72
3,1,7.6,0,7.7,5.3,49.2,8.0,8.0,8.0,2,5,0,3,1,1,1,22.52
0,1,9.01,0,5.2,5.5,60.1,6.2,6.4,3.2,1,3,1,0,0,0,1,18.77
5,2,6.45,0,7.8,5.5,81.0,6.8,5.4,5.1,1,4,0,2,1,0,1,16.59
6,0,7.92,0,8.6,8.1,78.3,4.4,5.5,6.7,0,0,0,1,2,1,1,20.87
6,2,7.65,1,4.0,6.2,57.5,8.0,2.3,7.1,1,3,1,2,0,0,1,15.43
5,1,7.37,1,8.4,5.2,49.0,6.3,8.4,4.9,0,4,1,0,0,0,1,17.12
3,2,4.63,0,3.3,5.3,77.6,7.6,2.5,1.3,0,5,1,3,0,1,1,10.91
4,1,6.91,1,6.3,8.4,54.4,5.4,0.2,2.9,3,4,0,2,1,2,1,18.9
1,2,6.41,0,6.3,8.3,64.4,6.5,5.3,4.6,1,3,0,3,0,2,1,18.23
1,2,7.67,0,4.8,7.1,53.8,7.0,3.5,4.0,1,1,2,1,0,2,0,17.31
4,0,7.83,2,5.7,8.9,60.2,7.7,7.0,7.3,1,4,2,0,0,0,1,24.41
1,0,8.94,0,6.5,5.2,57.2,5.5,2.3,2.4,1,2,2,0,0,0,1,18.99
1,1,6.77,0,5.3,4.4,62.4,6.0,2.7,4.9,1,3,2,0,0,2,0,17.31
4,1,6.44,2,7.6,5.8,48.9,4.6,4.8,4.5,1,2,2,1,0,2,1,17.8
6,1,7.9,0,4.5,5.4,58.1,3.8,8.3,3.0,3,4,1,1,0,3,1,18.59
0,0,7.88,0,5.2,3.9,43.1,6.8,9.2,4.5,2,3,0,1,1,2,1,21.66
2,0,5.97,2,6.2,5.6,78.3,5.5,6.7,7.1,1,5,1,0,2,3,0,17.31
4,1,6.47,0,5.5,2.4,100.0,5.8,4.5,2.8,0,3,1,2,0,2,0,17.31
0,1,7.28,1,4.9,3.0,67.0,8.4,1.6,0.0,1,3,1,0,0,3,1,12.81
3,2,7.49,1,7.6,7.7,62.4,6.2,9.0,3.3,1,3,1,1,1,1,1,20.29
4,0,9.16,0,7.3,6.1,78.9,3.6,2.1,4.0,2,4,1,1,1,1,1,20.56
1,1,9.27,0,2.7,8.1,59.2,7.6,4.2,5.1,1,5,4,1,0,2,1,18.22
0,1,7.99,2,5.8,4.8,65.3,4.8,6.5,3.1,2,1,2,1,2,3,1,19.35
1,1,6.53,1,6.3,5.0,62.3,5.6,3.2,0.2,3,2,1,2,1,2,0,17.31
1,2,7.54,1,6.1,2.8,45.5,5.1,8.8,5.5,1,2,1,0,1,1,1,18.75
0,1,6.51,1,3.8,5.9,71.6,5.6,3.1,1.3,1,2,2,2,1,1,1,14.95
4,2,6.92,1,5.9,5.1,75.4,6.4,0.0,5.1,1,4,0,1,0,2,1,12.42
3,2,7.1,0,5.5,6.5,65.3,5.5,2.9,6.3,3,3,3,1,0,1,0,17.31
6,1,6.22,0,7.2,3.4,67.9,4.1,4.2,3.0,0,1,0,1,1,2,0,17.31
6,1,7.7,2,3.7,5.3,86.7,2.8,3.1,3.6,0,2,1,0,0,1,0,17.31
5,2,6.45,0,4.5,2.7,72.0,7.3,2.9,4.1,3,0,0,1,1,0,0,17.31
1,2,5.86,0,3.4,5.8,66.9,3.5,5.4,3.1,1,4,1,0,0,0,1,16.42
6,2,6.48,0,6.5,6.0,71.1,3.7,3.4,5.2,2,4,0,0,0,1,0,17.31
1,2,6.55,0,5.6,7.2,77.1,4.8,5.5,4.0,1,3,1,1,0,2,1,16.13
3,2,7.33,2,5.4,4.5,41.8,7.5,4.6,3.7,0,1,0,0,0,1,1,13.43
6,2,6.79,0,5.7,7.0,56.8,8.4,2.9,1.5,1,2,0,0,0,1,1,15.83
1,1,5.64,1,7.9,7.3,46.8,4.4,2.2,4.0,3,2,1,0,2,0,1,20.0
6,1,7.57,2,7.0,5.6,43.3,4.8,4.6,4.9,1,4,0,0,0,0,1,15.52
2,2,6.67,2,2.4,8.5,78.2,7.9,4.6,5.1,0,4,3,1,0,0,0,17.31
4,0,7.16,1,6.7,2.1,48.6,4.4,7.7,5.7,2,3,2,0,0,0,1,18.47
5,1,5.74,0,6.0,3.1,54.2,6.1,4.2,3.4,1,2,1,0,0,2,1,11.56
0,2,6.77,2,6.4,4.9,83.8,6.4,4.0,2.9,1,2,2,1,0,3,1,13.08
5,0,6.34,0,7.2,4.4,76.5,8.2,4.9,4.2,1,1,0,0,2,2,1,19.34
1,2,6.16,1,6.7,4.3,47.0,3.6,5.2,0.0,0,2,1,3,1,2,0,17.31
6,1,7.92,0,3.9,10.0,77.3,9.4,7.4,7.4,1,4,0,1,1,1,1,21.97
0,0,8.7,1,6.6,1.0,56.0,5.2,6.3,0.7,1,4,1,1,0,2,1,16.1
5,1,7.83,3,5.4,4.6,67.2,5.4,4.8,5.3,1,2,2,0,0,1,0,17.31
3,2,8.19,1,6.1,5.4,73.9,6.0,3.3,5.6,2,3,0,0,1,1,0,17.31
1,2,7.48,1,6.2,4.5,44.4,3.8,3.3,8.5,0,2,3,3,0,0,1,14.81
2,2,6.98,0,5.1,2.8,51.5,6.6,7.5,5.9,0,2,2,3,0,2,0,17.31
1,2,7.17,0,4.5,6.0,43.6,5.5,4.3,4.3,1,3,2,1,0,0,1,16.66
1,1,8.7,0,5.4,5.9,66.8,6.3,1.5,2.5,0,2,2,0,0,1,1,15.25
6,1,7.37,0,8.1,3.9,63.5,6.0,5.7,1.3,3,2,0,0,1,1,1,19.42
6,1,7.91,2,3.6,4.1,53.6,5.4,3.3,4.7,1,1,1,1,1,1,1,15.09
5,1,6.6,0,8.7,4.5,66.4,8.0,1.7,3.6,1,2,0,1,0,1,1,16.44
6,1,7.27,0,6.1,4.8,54.4,9.7,7.1,4.0,2,3,4,0,0,1,1,19.49
0,2,6.99,0,7.3,7.2,39.3,6.7,5.2,3.9,1,3,0,2,0,2,1,18.03
1,2,7.62,0,5.7,3.5,63.6,4.8,5.7,4.2,0,5,1,3,0,1,1,13.82
0,1,7.18,1,5.4,5.4,56.7,5.7,4.5,3.4,2,3,2,1,2,1,0,17.31
3,0,7.57,0,8.4,8.7,69.0,6.0,2.7,2.8,0,5,1,0,1,2,1,21.86
1,2,7.1,0,6.5,2.9,47.7,4.1,2.6,4.2,1,2,2,1,0,1,1,15.05
2,1,8.53,2,2.7,7.0,80.0,6.8,5.0,2.5,1,2,2,0,0,0,1,16.59
1,1,7.82,0,7.2,7.9,85.4,6.9,4.3,2.5,2,3,1,0,0,1,1,20.93
4,1,6.19,1,6.6,6.1,59.1,5.1,0.0,4.2,3,4,0,1,0,1,0,17.31
2,1,8.62,0,6.3,6.3,75.3,6.3,5.2,3.9,1,4,1,0,0,2,1,17.21
1,1,7.75,0,5.8,5.3,44.8,7.5,3.7,3.5,3,4,3,1,0,1,1,17.87
1,1,6.82,0,4.1,5.9,67.5,6.6,5.3,6.0,0,4,1,1,0,0,1,14.82
6,2,6.48,1,6.8,7.9,63.8,5.9,5.1,2.8,2,4,1,0,0,3,1,19.08
3,2,8.25,1,4.7,4.2,63.8,6.0,5.3,4.7,1,4,2,3,0,3,1,15.48
5,1,8.1,0,5.9,8.9,55.6,6.3,4.8,1.8,1,2,1,1,0,0,1,21.15
3,0,7.46,1,4.7,5.7,70.6,5.8,4.5,4.6,3,1,0,1,1,1,1,18.77
2,2,7.13,0,8.3,4.8,41.3,7.2,1.4,0.0,0,0,0,0,1,0,1,12.39
5,1,8.15,0,4.3,4.7,42.8,6.0,3.5,1.7,0,2,0,0,0,0,1,14.15
5,1,7.28,0,6.1,6.6,61.9,7.1,4.3,1.9,1,5,2,0,0,1,1,15.65
1,2,6.77,0,10.0,4.6,72.9,3.9,5.1,4.3,2,3,1,1,0,0,1,19.43
1,1,7.67,2,5.2,3.3,70.5,2.9,8.7,1.2,1,2,1,1,0,1,0,17.31
1,0,8.03,0,1.6,3.6,65.1,4.1,5.3,2.1,1,2,3,0,0,1,1,15.97
4,1,7.62,1,9.3,6.0,61.7,7.6,5.0,5.2,2,0,1,1,1,3,1,21.58
1,2,7.09,0,4.3,6.2,49.6,7.6,6.1,2.0,1,3,2,3,1,0,0,17.31
5,1,7.84,1,6.1,4.5,46.1,7.5,5.4,3.1,1,4,1,0,1,1,1,16.75
0,1,6.67,0,5.1,5.2,71.7,6.2,9.2,3.1,2,1,4,1,1,0,0,17.31
0,1,7.36,1,8.2,9.3,85.1,6.1,1.6,5.8,1,3,1,3,1,3,1,18.76
0,1,6.4,0,5.1,6.1,71.0,5.0,7.9,3.6,1,1,1,0,0,1,1,19.8
0,1,7.37,0,7.4,5.6,64.6,7.5,0.0,3.0,2,3,3,1,0,0,1,18.33
1,2,6.77,0,3.9,5.2,73.4,7.1,6.6,6.0,0,1,2,0,0,0,0,17.31
3,2,7.75,0,6.0,3.1,70.1,8.0,2.0,4.1,2,2,0,1,0,1,1,15.05
6,2,7.71,1,5.1,6.6,74.4,5.8,5.0,4.2,0,1,4,3,0,1,1,16.27
4,1,7.62,2,5.2,5.2,74.8,4.3,5.2,4.7,1,5,0,0,2,2,1,19.27
3,2,7.3,2,6.4,5.7,61.1,6.6,4.9,4.6,1,4,2,1,0,1,0,17.31
5,1,6.43,0,4.4,6.6,72.0,7.3,2.8,2.2,1,1,3,2,0,2,1,16.82
5,1,8.66,0,4.6,7.8,58.7,6.1,6.4,3.6,2,3,2,2,0,1,1,20.56
3,0,9.18,1,6.6,4.2,52.0,6.2,4.1,4.0,1,4,1,2,1,0,0,17.31
0,1,7.68,0,7.7,6.9,62.9,5.4,4.9,4.8,1,4,1,0,0,1,1,19.43
3,0,9.08,2,4.4,8.6,73.9,4.2,4.1,2.4,1,2,3,0,0,1,1,22.83
1,1,7.86,0,5.6,6.3,63.0,2.4,4.6,5.8,3,3,4,2,1,3,1,19.62
5,1,7.64,0,4.0,7.8,57.7,5.5,3.8,4.0,3,5,3,1,0,1,1,21.31
2,2,8.64,3,3.5,4.8,61.3,6.3,4.8,3.2,2,3,0,0,0,2,0,17.31
0,1,8.68,1,6.0,4.9,56.3,5.2,5.2,5.2,1,3,1,0,0,0,1,18.74
2,2,7.75,0,7.5,5.7,59.1,5.0,7.1,3.6,1,3,1,0,0,3,0,17.31
4,1,8.32,0,5.7,4.1,71.2,4.7,6.8,3.9,1,5,0,0,0,0,1,16.91
0,2,7.1,0,5.2,5.4,69.1,8.1,5.5,7.2,2,3,1,2,1,0,1,18.68
6,1,8.0,0,6.3,7.8,61.3,6.1,1.5,1.9,2,1,1,1,0,1,1,17.09
1,2,7.42,1,5.5,7.2,66.2,4.2,7.1,4.5,1,1,1,0,0,0,1,18.95
1,2,6.72,2,5.4,5.9,77.0,3.1,3.0,1.5,1,3,0,0,0,0,1,14.71
6,1,7.69,0,6.2,7.0,69.4,6.0,2.3,2.5,2,1,2,0,1,1,1,17.04
0,2,7.55,1,6.3,6.8,66.3,5.7,4.5,5.7,1,2,0,2,0,2,1,16.34
6,1,8.1,3,5.9,4.6,60.4,8.1,4.1,2.4,0,4,1,0,1,1,1,15.74
4,1,6.87,0,6.9,5.4,85.3,8.0,4.7,6.0,2,4,0,1,1,0,1,17.83
1,2,7.88,0,5.8,6.8,61.7,6.2,7.4,3.9,3,4,2,2,1,0,0,17.31
3,0,7.3,0,4.9,2.9,50.1,8.1,6.8,2.9,0,4,3,0,0,1,1,16.91
6,1,5.93,0,4.8,8.0,62.6,5.1,4.2,2.1,1,5,2,1,0,0,0,17.31
1,2,6.21,2,5.3,7.7,78.8,5.2,2.8,4.7,1,3,0,2,0,2,1,16.68
2,2,6.71,2,4.6,6.1,61.1,5.7,1.5,5.0,2,3,3,0,0,1,0,17.31
4,2,7.0,0,5.4,4.7,51.9,7.5,7.4,2.6,0,3,2,0,1,3,0,17.31
1,1,7.56,0,5.9,6.9,65.1,5.4,3.1,3.5,0,3,0,2,0,0,0,17.31
4,2,7.64,0,3.7,4.2,71.2,6.4,4.9,2.7,1,2,3,1,2,3,1,13.53
0,2,6.79,0,6.0,9.2,70.4,1.6,2.1,3.6,0,0,3,1,0,2,0,17.31
0,2,7.75,0,8.2,6.9,50.1,5.6,2.6,4.9,0,3,2,1,1,0,1,17.78
2,1,7.22,0,4.0,7.1,72.2,5.3,2.1,4.6,2,1,1,1,0,0,0,17.31
0,1,7.2,0,4.6,6.4,68.5,4.8,3.1,2.2,1,2,1,0,0,1,0,17.31
5,1,8.23,0,5.6,5.3,77.1,5.9,7.5,6.7,0,2,2,2,1,1,0,17.31
2,2,8.71,0,7.2,5.0,64.1,8.7,6.3,9.6,0,3,1,1,0,1,1,20.63
1,2,6.83,0,5.9,4.7,78.7,8.8,2.9,1.5,0,1,1,2,1,1,1,12.31
1,0,7.78,0,5.7,3.1,77.8,5.2,6.7,5.1,2,2,2,1,0,2,1,18.76
6,2,6.15,0,6.0,8.8,81.4,8.4,2.2,5.0,1,2,0,0,0,3,0,17.31
5,1,6.86,1,4.8,6.6,64.8,4.3,7.0,8.0,1,2,2,0,0,2,0,17.31
5,1,7.66,1,4.0,5.6,64.9,8.6,8.9,7.8,0,2,2,0,1,1,1,18.31
5,0,9.06,0,6.4,5.5,62.1,7.6,4.1,3.3,1,2,2,0,0,2,1,21.12
6,1,8.08,2,4.7,3.4,59.9,6.6,5.3,3.6,1,0,3,1,0,1,1,13.73
5,2,5.32,0,7.3,5.4,89.8,4.8,5.9,5.5,1,2,0,0,0,2,1,18.34
4,1,7.1,1,4.6,7.0,48.1,5.8,5.3,3.1,0,3,1,1,0,0,1,19.1
3,0,8.5,0,7.4,9.0,59.8,3.8,6.0,3.9,1,2,1,2,0,0,1,24.24
1,2,7.17,0,7.0,3.0,73.1,6.8,5.4,3.1,0,4,3,0,0,1,0,17.31
4,0,7.87,0,9.3,3.1,60.8,7.0,5.5,4.8,0,0,1,0,0,3,0,17.31
4,2,6.2,0,4.7,3.7,71.2,8.1,2.6,1.4,0,4,0,2,0,0,0,17.31
0,2,5.63,2,6.3,7.4,86.6,6.1,5.5,4.2,0,5,3,0,0,0,0,17.31
1,2,7.11,0,5.7,7.5,49.7,6.9,3.4,4.8,1,3,1,2,0,1,1,17.16
3,1,6.14,0,6.6,5.2,66.3,3.5,1.9,3.6,3,1,1,1,0,1,0,17.31
4,1,7.3,0,7.7,9.8,73.1,6.4,1.3,2.6,1,3,0,0,0,2,1,20.86
2,0,7.17,0,7.2,5.2,63.6,5.4,5.5,4.3,1,3,1,0,0,1,1,16.92
2,2,5.79,0,4.8,5.8,57.0,5.9,2.4,3.5,0,4,1,0,0,2,0,17.31
6,2,8.39,0,5.8,5.1,57.7,6.0,6.2,2.7,3,0,3,0,1,2,1,22.15
5,2,7.74,0,3.8,4.6,72.0,5.2,0.1,4.4,1,2,1,0,1,1,1,14.47
1,2,6.96,0,9.3,3.3,67.0,8.0,6.4,5.7,1,1,0,2,1,1,1,18.39
5,0,8.27,0,5.1,3.6,67.3,7.5,7.1,1.5,1,0,1,0,0,0,1,17.91
6,1,8.06,1,4.9,6.6,65.4,5.7,1.1,5.5,2,2,0,0,0,1,0,17.31
